document,label
i am learning is one of my default reactions when i feel threatened,fear
i haven t yet experienced the totality of this is that i am getting to use my gifts again without feeling like someone is threatened jealous or competing against me,fear
i enjoyed the feeling of belonging and the sense that i was recognised and somehow valuable,joy
i feel vicious and sleepy,anger
i feel all mellow and calm,joy
i feel like a hot mess and i probably am,love
i don t feel like teaching it s simply because there are so many other pleasant things to do that require less effort on my part,joy
i am feeling a little overwhelmed by christmas knitting especially since i started cross stitching and thats taking half my free time i went idea shopping today though and i am starting to feel a little better about the situation,fear
i have been feeling really creative and have been trying out new things,joy
i didnt feel angry i didnt feel bitter i felt,anger
im feeling pissed and sad right now,anger
i put my knitting down and covered my ears with my hands trying to minimize the feeling of being assaulted,fear
i feel the need to have a reason or everything i hated that i had to be subjected to thunder and lightening when it was unnecessary,sadness
i feel kinda apprehensive,fear
i go on these walks with my mother in the evenings i feel this frantic anxious energy from her as if shes losing her daughter and doesnt know how to win her back,fear
i feel so weird and scattered with all wonders about a million different things,fear
i learned the hard way and after being here for about three hours you ll feel like you ve been here for months from all the friendly people you ll stop and talk to,joy
i cant abide the political mess the country is in though i feel equally enraged about the state of uk politics,anger
i feel sympathetic with mr,love
i feel so blessed to be yoked to a man so willing to work so hard to provide for us,love
i came out of the movie feeling like i had a bunch to learn from the character i just played and then i came to the unfortunate conclusion that he was a fictional character and he didn t exist,sadness
